R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(0,7) -0.8650007,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(0,8) -9.811,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(0,9) -10.621,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,0) -19.108,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,1) -11.206,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,2) 0.2959995,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,3) 12.677,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,4) 13.091,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,5) 13.109,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,6) 12.812,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,7) 2.105,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,8) -6.985,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(1,9) -10.459,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,0) -19.036,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,1) -10.306,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,2) 0.5030003,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,3) 13.73,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,4) 16.016,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,5) 16.079,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,6) 15.809,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,7) 5.209999,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,8) -3.61,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(2,9) -8.056,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,0) -11.71,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,1) -9.721,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,2) 1.295,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,3) 13.856,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,4) 16.961,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,5) 19.337,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,6) 19.166,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,7) 8.855,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,8) 3.392,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
value,Cell(3,9) 3.014,-,-,-,-,-,-,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
R,R,R,R,R,R,R,R,R,R,
